pct_for_pay,pct_forest,net_mig,less_hs,house_burd,pm25,fed_area,fed_evenness,wildfire_haz,mill_cap_5yr_chng,precip_seas,temp_seas,roughness,travel_time_to_cities
1,0.5202678590411889,0.3292935170834848,-0.006175833976656754,0.21717124822072298,0.2314516465897689,0.21682092618345797,0.08130251592038147,0.1547965315757862,0.01835701187054035,-0.07622537707209887,-0.3879278538787536,0.24081538204309896,-0.10566108062746811
0.5202678590411889,1,0.3951328377345002,-0.16113549554249718,0.339394156648461,0.3103259133317472,0.3776608847434114,0.13725192061229144,0.1603325078807572,-0.04830110180729024,-0.08217401281989037,-0.6723995169236332,0.5635255191042333,-0.2437130527153426
0.3292935170834848,0.3951328377345002,1,-0.14677849749134914,0.14926759655192587,0.08878638719737886,0.46659402398311123,0.1990368103954143,0.12243951128734565,-0.033580267526812986,-0.3322120696080852,-0.1258995579125613,0.2746505298733806,0.009815500458446265
-0.006175833976656754,-0.16113549554249718,-0.14677849749134914,1,0.12240610168790043,0.13486530668043203,0.0374402351097037,-0.07275525616149045,-0.01217363017703989,0.09835936685492704,-0.07111335541570013,-0.02438508902806141,-0.07360684925634729,-0.07178182670762412
0.21717124822072298,0.339394156648461,0.14926759655192587,0.12240610168790043,1,0.25417389175611443,0.12012358986763745,0.017386094685785336,0.10365223730555995,-0.0019774173128397398,-0.09521209752844276,-0.19700140372839012,0.19780654359292557,-0.0939266414692974
0.2314516465897689,0.3103259133317472,0.08878638719737886,0.13486530668043203,0.25417389175611443,1,-0.05078588441052035,-0.06358097650398782,-0.019417782465497926,-0.12066180473129073,-0.05413487941053481,-0.15392819110224418,0.07158189284041305,-0.2427300157453649
0.21682092618345797,0.3776608847434114,0.46659402398311123,0.0374402351097037,0.12012358986763745,-0.05078588441052035,1,0.4600374222015564,0.20746852838137797,0.2613645647143477,-0.4793307979179314,-0.2451118508102953,0.37607487510441406,0.1412438245667647
0.08130251592038147,0.13725192061229144,0.1990368103954143,-0.07275525616149045,0.017386094685785336,-0.06358097650398782,0.4600374222015564,1,-0.02312863780014233,0.08253961927292254,-0.10892757613182301,-0.1282991545658633,0.0905948956709979,-0.06334075853553545
0.1547965315757862,0.1603325078807572,0.12243951128734565,-0.01217363017703989,0.10365223730555995,-0.019417782465497926,0.20746852838137797,-0.02312863780014233,1,0.013639059402507848,-0.18341258290493695,-0.10964451157771328,0.2268243701406545,0.07806103055403837
0.01835701187054035,-0.04830110180729024,-0.033580267526812986,0.09835936685492704,-0.0019774173128397398,-0.12066180473129073,0.2613645647143477,0.08253961927292254,0.013639059402507848,1,-0.17001139607135696,-0.13093218577660135,-0.032404225827427635,0.03812199094488698
-0.07622537707209887,-0.08217401281989037,-0.3322120696080852,-0.07111335541570013,-0.09521209752844276,-0.05413487941053481,-0.4793307979179314,-0.10892757613182301,-0.18341258290493695,-0.17001139607135696,1,0.06316035292731355,-0.23666686277969556,-0.04069748272888555
-0.3879278538787536,-0.6723995169236332,-0.1258995579125613,-0.02438508902806141,-0.19700140372839012,-0.15392819110224418,-0.2451118508102953,-0.1282991545658633,-0.10964451157771328,-0.13093218577660135,0.06316035292731355,1,-0.43514313650578285,0.42389929944133786
0.24081538204309896,0.5635255191042333,0.2746505298733806,-0.07360684925634729,0.19780654359292557,0.07158189284041305,0.37607487510441406,0.0905948956709979,0.2268243701406545,-0.032404225827427635,-0.23666686277969556,-0.43514313650578285,1,0.0994767788401453
-0.10566108062746811,-0.2437130527153426,0.009815500458446265,-0.07178182670762412,-0.0939266414692974,-0.2427300157453649,0.1412438245667647,-0.06334075853553545,0.07806103055403837,0.03812199094488698,-0.04069748272888555,0.42389929944133786,0.0994767788401453,1
