SPASES_toy_,"pct_for_pay, pct_forest, net_mig, less_hs, house_burd, pm25, fed_area, fed_evenness, wildfire_haz, mill_cap_5yr_chng, precip_seas, temp_seas, roughness, travel_time_to_cities",6,1.75
SPASES_toy_,"pct_for_pay, pct_forest, net_mig, less_hs, house_burd, pm25, fed_area, fed_evenness, wildfire_haz, mill_cap_5yr_chng, precip_seas, temp_seas, roughness, travel_time_to_cities",6,1.75
